,Name,Smiles
9618,Mizoribine,"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O
NC(=O)c1[nH+]cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1[O-]"
9619,Apocynin,COc1cc(ccc1O)C(C)=O
9620,BMS-188797,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(C)=O)C3=O)C5(C)C)C
9622,ST-101,O=C1N=C2C=CC=CN2C13Cc4ccccc4C3
9623,Lupeol,CC(=C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12
9624,Taprenepag,OC(=O)COc1cccc(CN(Cc2ccc(cc2)n3cccn3)[S](=O)(=O)c4cccnc4)c1
9625,Octenidine,CCCCCCCCN=C1C=CN(CCCCCCCCCCN2C=CC(C=C2)=NCCCCCCCC)C=C1
9629,Methyl-D9-choline,C([N+](C([2H])([2H])[2H])(C([2H])([2H])[2H])CCO)([2H])([2H])[2H]
9630,"3,5-diiodothyropropionic acid",OC(=O)CCc1cc(I)c(Oc2ccc(O)cc2)c(I)c1
9631,Isopentyl 2-cyanoacrylate,CC(C)CCOC(=O)C(=C)C#N
9632,Aclerastide,"CCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N3CCC[C@H]3C(O)=O
CCCC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N3CCC[C@H]3C(O)=O
CCCC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N3CCC[C@H]3C(O)=O"
9634,BMS-184476,CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(C)=O)C(=O)[C@]13C)C5(C)C)C
9636,Aleplasinin,Cc1cccc(c1)c2ccc3n(Cc4ccc(cc4)C(C)(C)C)cc(C(=O)C(O)=O)c3c2
9638,Onapristone,CN(C)c1ccc(cc1)[C@H]2C[C@]3(C)[C@@H](CC[C@]3(O)CCCO)[C@@H]4CCC5=CC(=O)CCC5=C24
9639,Zelavespib,CC(C)NCCCn1c(Sc2cc3OCOc3cc2I)nc4c(N)ncnc14
9642,Tedatioxetine,Cc1ccc(Sc2ccccc2C3CCNCC3)cc1
9644,Nelivaptan,COc1ccc(c(OC)c1)[S](=O)(=O)N2C(=O)[C@](N3C[C@H](O)C[C@H]3C(=O)N(C)C)(c4ccccc4OC)c5cc(Cl)ccc25
9645,AZD-2066,C[C@@H](Oc1nnc(n1C)c2ccncc2)c3cc(on3)c4cccc(Cl)c4
9646,Givinostat,"CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(O)=NO)ccc2c1
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1"
9647,Tocotrienol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC1(C)CCc2cc(O)ccc2O1
9648,Nona-arginine,N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O
9649,Ibipinabant,"CNC(=N[S](=O)(=O)c1ccc(Cl)cc1)N2C[C@H](c3ccccc3)C(=N2)c4ccc(Cl)cc4
CN=C(N[S](=O)(=O)c1ccc(Cl)cc1)N2C[C@H](c3ccccc3)C(=N2)c4ccc(Cl)cc4"
9651,Bardoxolone,CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@@]34C)C(O)=O
9655,Somatorelin,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(N)=O
9657,AFN-1252,CN(Cc1oc2ccccc2c1C)C(=O)/C=C/c3cnc4NC(=O)CCc4c3
9660,Urapidil,COc1ccccc1N2CCN(CCCNC3=CC(=O)N(C)C(=O)N3C)CC2
9661,Naveglitazar,CO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(O)=O
9662,Letrazuril,Fc1ccc(cc1)C(C#N)c2c(Cl)cc(cc2Cl)N3N=CC(=O)NC3=O
9663,Indantadol,NC(=O)CNC1Cc2ccccc2C1
9664,Isoquercetin,OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O
9665,Emapunil,CCN(Cc1ccccc1)C(=O)CN2C(=O)N(C)c3cnc(nc23)c4ccccc4
9666,Protionamide,"CCCc1cc(ccn1)C(N)=S
CCCc1cc(ccn1)C(S)=N"
9667,Metenkefalin,"CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H]([NH3+])Cc2ccc(O)cc2)C([O-])=O"
9669,Rolofylline,CCCN1C(=O)N(CCC)c2nc([nH]c2C1=O)C34C[C@H]5C[C@H](CC3C5)C4
9670,Beloranib,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]3(C)O[C@@H]3CC=C(C)C)OC(=O)\C=C\c4ccc(OCCN(C)C)cc4
9671,Icaritin,COc1ccc(cc1)C2=C(O)C(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2
9675,Modufolin,"Nc1nc(O)c2N3CN(C[C@H]3CNc2n1)c4ccc(cc4)C(=O)N[C@@H](CCC(O)=O)C(O)=O
NC1=NC(=O)C2=C(NC[C@@H]3CN(CN23)c4ccc(cc4)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
NC1=NC2=C(N3CN(C[C@H]3CN2)c4ccc(cc4)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C(=O)N1"
9676,Soblidotin,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCc2ccccc2)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
9678,WP 1066,C[C@H](NC(=O)/C(=C/c1cccc(Br)n1)C#N)c2ccccc2
9679,Intepirdine,O=[S](=O)(c1ccccc1)c2cnc3c(cccc3N4CCNCC4)c2
9680,Salirasib,CC(C)=CCC\C(C)=C\CC/C(C)=C/CSc1ccccc1C(O)=O
9681,Mubritinib,FC(F)(F)c1ccc(\C=C\c2occ(COc3ccc(CCCCn4ccnn4)cc3)n2)cc1
9684,K-134,"O[C@@H]1CCCC[C@H]1N(C2CC2)C(=O)NCCCOc3ccc4NC(=O)C=Cc4c3
O[C@@H]1CCCC[C@H]1N(C2CC2)C(=O)NCCCOc3ccc4nc(O)ccc4c3"
9688,Azeliragon,CCCCc1nc(cn1c2ccc(Oc3ccc(Cl)cc3)cc2)c4ccc(OCCCN(CC)CC)cc4
9690,UK-432097,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC(c4ccccc4)c5ccccc5)nc(nc23)C(=O)NCCNC(=O)NC6CCN(CC6)c7ccccn7
9691,Gusperimus,"NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCNC(N)=N
NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCN=C(N)N"
9692,Ritanserin,CC1=C(CCN2CCC(CC2)=C(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5C=CSC5=N1
9694,Phenethyl Isothiocyanate,S=C=NCCc1ccccc1
9695,BMS-582949,"CCCNC(=O)c1cn2ncnc(Nc3cc(ccc3C)C(=O)NC4CC4)c2c1C
CCCNC(=O)c1cn2NC=NC(=Nc3cc(ccc3C)C(=O)NC4CC4)c2c1C"
9696,Methylselenocysteine,C[Se]C[C@H](N)C(O)=O
9699,Solamargine,C[C@@H]1CC[C@@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O
9703,Spiradoline,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4
9706,AR-42,"CC(C)[C@H](C(=O)Nc1ccc(cc1)C(=O)NO)c2ccccc2
CC(C)[C@H](C(=O)Nc1ccc(cc1)C(O)=NO)c2ccccc2"
9707,Sulprostone,C[S](=O)(=O)NC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@@H](O)COc2ccccc2)[C@H](O)CC1=O
9708,Tributyrin,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC
9709,Perazine,CN1CCN(CCCN2c3ccccc3Sc4ccccc24)CC1
9711,Pilsicainide,Cc1cccc(C)c1NC(=O)CC23CCCN2CCC3
9713,Nerispirdine,CCCN(n1cc(C)c2ccccc12)c3ccncc3F
9714,MSX-122,C(Nc1ncccn1)c2ccc(CNc3ncccn3)cc2
9715,NB-001,Nc1ncnc2n(CCNCCCCCO)cnc12
9716,Mibampator,CC(C)[S](=O)(=O)NC[C@H](C)c1ccc(cc1)c2ccc(CCN[S](C)(=O)=O)cc2
9718,Turofexorate isopropyl,CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c3ccccc23)C(=O)c4ccc(F)c(F)c4
9719,Nivocasan,CC(C)[C@]1(CC(=NO1)c2nccc3ccccc23)C(=O)N[C@H]4CC(=O)O[C@]4(O)CF
9723,Felcisetrag,"COC(=O)N1CCC(CC1)CN2CCC(CC2)CNC(=O)c3cccc4[nH]c(nc34)C(C)C
COC(=O)N1CCC(CC1)CN2CCC(CC2)CNC(=O)c3cccc4nc([nH]c34)C(C)C"
9725,Perfosfamide,OO[C@@H]1CCO[P@](=O)(N1)N(CCCl)CCCl
9726,Fenpropidin,CC(CN1CCCCC1)Cc2ccc(cc2)C(C)(C)C
9728,Dolastatin 10,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)c3sccn3)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
9729,Daporinad,O=C(NCCCCC1CCN(CC1)C(=O)c2ccccc2)/C=C/c3cccnc3
9730,Firategrast,CCOCc1cc(OC)c(c(OC)c1)c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(O)=O)cc2
9733,Etanidazole,OCCNC(=O)Cn1ccnc1[N+]([O-])=O
9736,Bindarit,CC(C)(OCc1nn(Cc2ccccc2)c3ccccc13)C(O)=O
9739,Amuvatinib,S=C(NCc1ccc2OCOc2c1)N3CCN(CC3)c4ncnc5c4oc6ccccc56
9740,Z-160,O=C(CC(c1ccccc1)c2ccccc2)N3CCN(CC3)C(c4ccccc4)c5ccccc5
9741,CGI-1842,COc1ccc(Br)cc1NC(=O)Nc2cccc3n(Cc4ccnc(N)c4)ccc23
9742,GSK-690693,CCn1c(nc2c(ncc(OC[C@H]3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N
9746,Butylphthalide,CCCCC1OC(=O)c2ccccc12
9747,N-omega-nitro-L-arginine methyl ester,"COC(=O)[C@@H](N)CCCNC(/N)=N/[N+]([O-])=O
COC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O
COC(=O)[C@@H](N)CCCN=C(N)N[N+]([O-])=O"
9748,Malic acid,"OC(CC(O)=O)C(O)=O
[H+].[H+].OC(CC([O-])=O)C([O-])=O"
9749,Bucindolol,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc3ccccc3C#N
9750,Racivir,NC1=NC(=O)N(C=C1F)C2CSC(CO)O2
9751,Iodide,[I-]
9752,Zoptarelin doxorubicin,"COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)COC(=O)CCCC(=O)NCCCC[C@@H](NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](CO)NC(=O)[C@H](Cc7c[nH]c8ccccc78)NC(=O)[C@H](Cc9[nH]cnc9)NC(=O)[C@@H]%10CCC(=O)N%10)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N%11CCC[C@H]%11C(=O)NCC(N)=O
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)COC(=O)CCCC(=O)NCCCC[C@@H](NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](CO)NC(=O)[C@H](Cc7c[nH]c8ccccc78)NC(=O)[C@H](Cc9c[nH]cn9)NC(=O)[C@@H]%10CCC(=O)N%10)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N%11CCC[C@H]%11C(=O)NCC(N)=O"
9753,TAK-901,CC[S](=O)(=O)c1cccc(c1)c2cc(C(=O)NC3CCN(C)CC3)c(C)c4[nH]c5ncc(C)cc5c24
9754,Pelitrexol,"Cc1cc(sc1CC[C@@H]2CNC3=C(C2)C(=O)N=C(N)N3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
Cc1cc(sc1CC[C@@H]2CNc3nc(N)nc(O)c3C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O
Cc1cc(sc1CC[C@@H]2CNC3=C(C2)C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(O)=O)C(O)=O"
9755,Atreleuton,C[C@H](C#Cc1sc(Cc2ccc(F)cc2)cc1)N(O)C(N)=O
9757,GW-493838,CC(C)(C)c1oc(nn1)[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(Nc5ccc(Cl)cc5F)ncnc34
9758,Timcodar,COc1cc(cc(OC)c1OC)C(=O)C(=O)N(C)[C@@H](Cc2ccc(Cl)cc2)C(=O)N(Cc3ccccc3)C(CCc4ccncc4)CCc5ccncc5
9759,Rabacfosadine,CCOC(=O)[C@H](C)N[P](=O)(COCCn1cnc2c(NC3CC3)nc(N)nc12)N[C@@H](C)C(=O)OCC
9761,Opaganib,Clc1ccc(cc1)C23CC4CC(CC(C4)(C2)C(=O)NCc5ccncc5)C3
9762,Methyl isocyanate,CN=C=O
9763,Cicletanine,Cc1ncc2C(OCc2c1O)c3ccc(Cl)cc3
9764,Gaxilose,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O
9766,Lometrexol,"NC1=NC2=C(C[C@@H](CCc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CN2)C(=O)N1
Nc1nc(O)c2C[C@@H](CCc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2n1
NC1=NC(=O)C2=C(NC[C@H](CCc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C2)N1"
9767,Lafutidine,O=C(C[S](=O)Cc1occc1)NC\C=C/COc2cc(CN3CCCCC3)ccn2
9768,Hydroxytyrosol,OCCc1ccc(O)c(O)c1
9773,Somatoprim,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](Cc6ccccc6)NC(=O)CCCNC(=O)CCCN(CC(N)=O)C(=O)[C@H](Cc7ccccc7)NC1=O
9775,Higenamine,Oc1ccc(CC2NCCc3cc(O)c(O)cc23)cc1
9776,Quinfamide,ClC(Cl)C(=O)N1CCCc2cc(OC(=O)c3occc3)ccc12
9777,Balaglitazone,CN1C(=O)c2ccccc2N=C1COc3ccc(CC4SC(=O)NC4=O)cc3
9779,Benserazide,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
9783,Norethandrolone,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
9785,Dinoprost,CCCCCC(O)/C=C/C1C(O)CC(O)C1C\C=C\CCCC(O)=O
9786,Laninamivir,"CO[C@H]([C@H](O)CO)[C@@H]1OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O
CO[C@H]([C@H](O)CO)[C@@H]1OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O"
9787,Boscalid,Clc1ccc(cc1)c2ccccc2NC(=O)c3cccnc3Cl
9789,p-Quaterphenyl,c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccccc4
9794,Laniquidar,COC(=O)c1cnc2n1CCc3ccccc3C2=C4CCN(CC4)CCc5ccc(OCc6ccc7ccccc7n6)cc5
9796,Picropodophyllin,COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24
9797,Dichloroisoproterenol,CC(C)NC[C@H](O)c1ccc(Cl)c(Cl)c1
9798,Daniquidone,Nc1ccc2N=C3N(Cc2c1)C(=O)c4ccccc34
9799,Ataciguat,Clc1sc(cc1)[S](=O)(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(cc3)[S](=O)(=O)N4CCOCC4
9800,GSK-1004723,Clc1ccc(CC2=NN(C[C@H]3CCCN3CCCCc4ccc(OCCCN5CCCCCC5)cc4)C(=O)c6ccccc26)cc1
9802,Trifarotene,CC(C)(C)c1cc(ccc1N2CCCC2)c3cc(ccc3OCCO)c4ccc(cc4)C(O)=O
9803,BK-MDA,CC(N)C(=O)c1ccc2OCOc2c1
9804,AN-2718,OB1OCc2cc(Cl)ccc12
9805,Palomid 529,COc1ccc(COc2cc3OC(=O)c4cc(ccc4c3cc2OC)C(C)O)cc1
9806,Radium Ra-223,[223Ra]
9809,Terpinen-4-ol,CC(C)C1(O)CCC(=CC1)C
9811,NM-3,COc1cc(O)c2C(=O)OC(=Cc2c1)C(C)C(O)=O
9812,GSI-136,CCC(CC)[C@@H](CO)N[S](=O)(=O)c1sc(Cl)cc1
9814,Perflubutane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
9816,Tecarfarin,CC(OC(=O)c1ccc(CC2=C(O)c3ccccc3OC2=O)cc1)(C(F)(F)F)C(F)(F)F
9820,Indoximod,"Cn1cc(C[C@@H](N)C(O)=O)c2ccccc12
Cn1cc(C[C@@H]([NH3+])C([O-])=O)c2ccccc12"
9821,Amithiozone,CC(=O)Nc1ccc(cc1)/C=N/NC(N)=S
9823,Gabexate,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1
9824,Prednimustine,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCCc5ccc(cc5)N(CCCl)CCCl
9825,Tandospirone,OC(=O)CC(O)(CC(O)=O)C(O)=O.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN4CCN(CC4)c5ncccn5
9826,Secnidazole,CC(O)Cn1c(C)ncc1[N+]([O-])=O
9828,Grapiprant,CCc1nc2c(C)nc(C)cc2n1c3ccc(CCNC(=O)N[S](=O)(=O)c4ccc(C)cc4)cc3
9829,UK-500001,Cc1ccc(O)c(c1)C(=O)N[C@H]2CC[C@H](CC2)NC(=O)c3cc(F)cnc3Oc4ccc(F)c(F)c4
9830,Tetrasul,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1
9832,Pirnabine,CC1CCC2=C(C1)c3c(OC(C)=O)cc(C)cc3OC2(C)C
9834,Pegamotecan,CC[C@@]1(OC(=O)[C@H](C)NC(=O)COCCOCC(=O)N[C@@H](C)C(=O)O[C@]2(CC)C(=O)OCC3=C2C=C4N(Cc5cc6ccccc6nc45)C3=O)C(=O)OCC7=C1C=C8N(Cc9cc%10ccccc%10nc89)C7=O
9835,Oleandrin,COC1CC(OC(C)C1O)O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H]([C@H](C[C@]45O)OC(C)=O)C6=CC(=O)OC6)C2
9838,Reproterol,CN1C(=O)N(C)c2ncn(CCCNCC(O)c3cc(O)cc(O)c3)c2C1=O
9839,Pyroxamide,ONC(=O)CCCCCCC(=O)Nc1cccnc1
9840,PF-04217903,OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2
9842,Etalocib,CCCc1c(OCCCOc2cc(O)c(cc2CC)c3ccc(F)cc3)cccc1Oc4ccccc4C(O)=O
9844,MK-0752,OC(=O)CC[C@H]1CC[C@@](CC1)(c2cc(F)ccc2F)[S](=O)(=O)c3ccc(Cl)cc3
9847,Apricitabine,NC1=NC(=O)N(C=C1)[C@H]2CO[C@@H](CO)S2
9848,Timonacic,OC(=O)C1CSCN1
9850,LY-377604,CC(C)(Cc1ccc(Oc2ccc(cn2)C(N)=O)cc1)NC[C@H](O)COc3cccc4[nH]c5ccccc5c34
9851,Tantalum,[Ta]
9852,Actinium,[Ac]
9853,Rimeporide,"Cc1cc(c(cc1C(=O)NC(N)=N)[S](C)(=O)=O)[S](C)(=O)=O
Cc1cc(c(cc1C(=O)N=C(N)N)[S](C)(=O)=O)[S](C)(=O)=O"
9855,Sivelestat,CC(C)(C)C(=O)Oc1ccc(cc1)[S](=O)(=O)Nc2ccccc2C(=O)NCC(O)=O
9856,Melarsoprol,Nc1nc(N)nc(Nc2ccc(cc2)[As]3SCC(CO)S3)n1
9859,Benperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3C(=O)Nc4ccccc34
9860,Intoplicine,CN(C)CCCNc1ncc(C)c2[nH]c3ccc4cc(O)ccc4c3c12.C[S](O)(=O)=O
9861,Eliprodil,OC(CN1CCC(CC1)Cc2ccc(F)cc2)c3ccc(Cl)cc3
9862,Buthionine sulfoximine,CCCC[S](=N)(=O)CCC(N)C(O)=O
9865,Dianhydrogalactitol,OC(C(O)C1CO1)C2CO2
9867,Mavatrep,CC(C)(O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccc(cc4)C(F)(F)F)nc3c2
9869,Oxatomide,O=C1Nc2ccccc2N1CCCN3CCN(CC3)C(c4ccccc4)c5ccccc5
9870,AV-101,N[C@@H](CC(=O)c1ccc(Cl)cc1N)C(O)=O
9871,Omigapil,CN(CC#C)CC1=Cc2ccccc2Oc3ccccc13
9873,Indole-3-carbinol,OCc1c[nH]c2ccccc12
9874,Ombrabulin,COc1ccc(\C=C/c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO
9875,Eltoprazine,C1CN(CCN1)c2cccc3OCCOc23
9876,Lavoltidine,Cn1nc(CO)nc1NCCCOc2cccc(CN3CCCCC3)c2
9877,Namodenoson,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc23
9878,GSK-1521498,"Fc1cc(cc(F)c1CNC2Cc3ccccc3C2)c4cccc(c4)c5n[nH]cn5
Fc1cc(cc(F)c1CNC2Cc3ccccc3C2)c4cccc(c4)c5[nH]cnn5"
9881,Velneperit,CC(C)(C)[S](=O)(=O)N[C@@H]1CC[C@H](CC1)C(=O)Nc2ccc(cn2)C(F)(F)F
9882,Dihydrexidine,Oc1cc2CCC3NCc4ccccc4C3c2cc1O
9884,MGB-BP-3,Cn1cc(NC(=O)c2cc(NC(=O)c3ccc(\C=C\c4cnc5ccccc5c4)cc3)cn2C)cc1C(=O)NCCN6CCOCC6
9886,Raluridine,OCC1OC(CC1F)N2C=C(Cl)C(=O)NC2=O
9890,Calcitonin eel,CC(C)CC(NC(=O)C(NC(=O)C1CSSCC(N)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1)C(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC(C)C)C(=O)NC(Cc2[nH]cnc2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)NC(Cc3ccc(O)cc3)C(=O)N4CCCC4C(=O)NC(CCCNC(N)=N)C(=O)NC(C(C)O)C(=O)NC(CC(O)=O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(C)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(N)=O
9893,Fiacitabine,NC1=NC(=O)N(C=C1I)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F
9894,Trofosfamide,ClCCN(CCCl)[P]1(=O)OCCCN1CCCl
